Tract,Name,MedianIncome,TotalPopulation,MedianAge,PopulationWhiteAlone,PopulationBlackAlone,PopulationAmericanIndianAlaskaNativeAlone,PopulationAsianAlone,PopulationNativeHawaiianPacificIslanderAlone,PopulationSomeOtherRaceAlone,PopulationTwoOrMoreRaces,PopulationNotHispanicWhiteAlone,PopulationHispanic,MedianGrossRent,MedianHomeValue,MedianYearStructureBuilt,TotalHousingUnits,TotalVacantHousingUnits,OccupiedHousingUnitsOwnerOccupied,OccupiedHousingUnitsRenterOccupied,TravelTimeToWork_lessthan5min,TravelTimeToWork_5to9min,TravelTimeToWork_10to14min,TravelTimeToWork_15to19min,TravelTimeToWork_20to24min,TravelTimeToWork_25to29min,TravelTimeToWork_30to34min,TravelTimeToWork_35to44min,TravelTimeToWork_45to59min,TravelTimeToWork_60to89min,TravelTimeToWork_90ormoremin,MeansOfTransportationToWork_CarTruckVan,MeansOfTransportationToWork_PublicTransportation,MeansOfTransportationToWork_Bicycle,MeansOfTransportationToWork_Walked,MeansOfTransportationToWork_WorkedFromHome,geometry,GEOID
013202,Block Group 3; Census Tract 132.02; New York County; New York,101460,872,32.0,776,0,0,42,0,0,54,776,0,2447,-666666666,1938,615,0,0,615,0,0,0,0,0,1,48,0,0,0,0,0,49,0,0,581,"POLYGON ((-73.9513978261552 40.77007243116387, -73.95093182702149 40.77070843189789, -73.9504348279419 40.77139043268564, -73.95012182863698 40.77125843204408, -73.94998382894374 40.7711994317597, -73.9487148317662 40.77066342916092, -73.94864383192404 40.77063442901768, -73.94823083284408 40.77045942817205, -73.94807283319598 40.7703934278506, -73.94779383382384 40.77024842722586, -73.94771583399779 40.77021542706643, -73.94761483422377 40.77016942685346, -73.9475018344761 40.77012042662019, -73.94797283360121 40.76951142595409, -73.94904183157833 40.76826242470283, -73.94925283110604 40.76835442513848, -73.94936583085492 40.76839542535514, -73.95185782529849 40.76944043042847, -73.9513978261552 40.77007243116387))",36061013202
013203,Block Group 1; Census Tract 132.03; New York County; New York,114513,827,48.1,827,0,0,0,0,0,0,408,419,2443,-666666666,1961,594,0,85,509,0,0,0,0,20,192,0,118,19,77,77,0,337,0,146,155,"POLYGON ((-73.95396582056472 40.77058743527251, -73.95385982076344 40.77073143543959, -73.95383582080814 40.77076543548024, -73.95364882115759 40.77102343578271, -73.95318782201794 40.77165643652056, -73.95268582295324 40.77233943730857, -73.95180082491262 40.77196543548719, -73.9504348279419 40.77139043268564, -73.95093182702149 40.77070843189789, -73.9513978261552 40.77007243116387, -73.95185782529849 40.76944043042847, -73.95211582472452 40.76954843095452, -73.95373082113626 40.77022743425847, -73.95411182029093 40.77038843504084, -73.95396582056472 40.77058743527251))",36061013203
013203,Block Group 2; Census Tract 132.03; New York County; New York,159135,1981,35.7,1507,0,264,191,0,19,0,1293,412,2609,861500,1959,1244,267,448,529,59,0,169,128,39,0,192,207,85,67,0,192,380,0,374,197,"POLYGON ((-73.95396582056472 40.77058743527251, -73.95385982076344 40.77073143543959, -73.95383582080814 40.77076543548024, -73.95364882115759 40.77102343578271, -73.95318782201794 40.77165643652056, -73.95268582295324 40.77233943730857, -73.95180082491262 40.77196543548719, -73.9504348279419 40.77139043268564, -73.95093182702149 40.77070843189789, -73.9513978261552 40.77007243116387, -73.95185782529849 40.76944043042847, -73.95211582472452 40.76954843095452, -73.95373082113626 40.77022743425847, -73.95411182029093 40.77038843504084, -73.95396582056472 40.77058743527251))",36061013203
013203,Block Group 3; Census Tract 132.03; New York County; New York,65570,1469,31.9,1328,0,0,23,0,48,70,1238,208,2076,831700,1958,919,0,265,654,53,0,299,89,70,0,280,42,130,0,86,86,367,0,596,76,"POLYGON ((-73.95396582056472 40.77058743527251, -73.95385982076344 40.77073143543959, -73.95383582080814 40.77076543548024, -73.95364882115759 40.77102343578271, -73.95318782201794 40.77165643652056, -73.95268582295324 40.77233943730857, -73.95180082491262 40.77196543548719, -73.9504348279419 40.77139043268564, -73.95093182702149 40.77070843189789, -73.9513978261552 40.77007243116387, -73.95185782529849 40.76944043042847, -73.95211582472452 40.76954843095452, -73.95373082113626 40.77022743425847, -73.95411182029093 40.77038843504084, -73.95396582056472 40.77058743527251))",36061013203
013300,Block Group 1; Census Tract 133; New York County; New York,227623,884,30.9,354,0,0,392,0,13,125,354,91,3501,-666666666,1993,788,99,0,689,0,0,29,115,284,103,62,0,0,91,0,78,434,0,79,118,"POLYGON ((-73.99133274092843 40.76530946830824, -73.99087574189105 40.76593346913659, -73.99072874220008 40.76613646940755, -73.99042174284466 40.76656046997277, -73.98996374380454 40.76718747080194, -73.98712174998067 40.76598846484669, -73.98428275617864 40.76479145892639, -73.98473375524389 40.76416945810966, -73.98519175429193 40.76354245728803, -73.98564675334416 40.76291445645847, -73.98610375238948 40.76228945563545, -73.9875937491224 40.76291545872411, -73.98894674616234 40.76348546153861, -73.99178773996786 40.7646834674709, -73.99133274092843 40.76530946830824))",36061013300
013300,Block Group 2; Census Tract 133; New York County; New York,110136,1302,35.5,870,47,0,257,0,98,30,715,283,2043,1346800,1951,972,93,130,749,0,199,84,196,157,59,64,0,20,13,76,53,368,17,425,93,"POLYGON ((-73.99133274092843 40.76530946830824, -73.99087574189105 40.76593346913659, -73.99072874220008 40.76613646940755, -73.99042174284466 40.76656046997277, -73.98996374380454 40.76718747080194, -73.98712174998067 40.76598846484669, -73.98428275617864 40.76479145892639, -73.98473375524389 40.76416945810966, -73.98519175429193 40.76354245728803, -73.98564675334416 40.76291445645847, -73.98610375238948 40.76228945563545, -73.9875937491224 40.76291545872411, -73.98894674616234 40.76348546153861, -73.99178773996786 40.7646834674709, -73.99133274092843 40.76530946830824))",36061013300
013300,Block Group 3; Census Tract 133; New York County; New York,112609,1172,35.9,848,0,0,283,0,23,18,794,54,2227,1875000,1938,842,122,89,631,4,8,75,89,191,154,154,0,0,125,54,33,527,0,294,56,"POLYGON ((-73.99133274092843 40.76530946830824, -73.99087574189105 40.76593346913659, -73.99072874220008 40.76613646940755, -73.99042174284466 40.76656046997277, -73.98996374380454 40.76718747080194, -73.98712174998067 40.76598846484669, -73.98428275617864 40.76479145892639, -73.98473375524389 40.76416945810966, -73.98519175429193 40.76354245728803, -73.98564675334416 40.76291445645847, -73.98610375238948 40.76228945563545, -73.9875937491224 40.76291545872411, -73.98894674616234 40.76348546153861, -73.99178773996786 40.7646834674709, -73.99133274092843 40.76530946830824))",36061013300
013300,Block Group 4; Census Tract 133; New York County; New York,-666666666,1488,33.2,675,28,0,569,0,4,212,570,117,2081,1479700,1985,1205,277,175,753,0,0,39,113,178,67,169,19,113,142,0,51,524,42,223,60,"POLYGON ((-73.99133274092843 40.76530946830824, -73.99087574189105 40.76593346913659, -73.99072874220008 40.76613646940755, -73.99042174284466 40.76656046997277, -73.98996374380454 40.76718747080194, -73.98712174998067 40.76598846484669, -73.98428275617864 40.76479145892639, -73.98473375524389 40.76416945810966, -73.98519175429193 40.76354245728803, -73.98564675334416 40.76291445645847, -73.98610375238948 40.76228945563545, -73.9875937491224 40.76291545872411, -73.98894674616234 40.76348546153861, -73.99178773996786 40.7646834674709, -73.99133274092843 40.76530946830824))",36061013300
013300,Block Group 5; Census Tract 133; New York County; New York,93491,1458,41.1,711,79,172,418,0,75,3,661,267,3501,992800,1961,689,0,388,301,0,54,0,138,205,9,149,0,50,39,11,20,247,55,198,93,"POLYGON ((-73.99133274092843 40.76530946830824, -73.99087574189105 40.76593346913659, -73.99072874220008 40.76613646940755, -73.99042174284466 40.76656046997277, -73.98996374380454 40.76718747080194, -73.98712174998067 40.76598846484669, -73.98428275617864 40.76479145892639, -73.98473375524389 40.76416945810966, -73.98519175429193 40.76354245728803, -73.98564675334416 40.76291445645847, -73.98610375238948 40.76228945563545, -73.9875937491224 40.76291545872411, -73.98894674616234 40.76348546153861, -73.99178773996786 40.7646834674709, -73.99133274092843 40.76530946830824))",36061013300
013400,Block Group 1; Census Tract 134; New York County; New York,250001,900,39.1,758,6,0,0,74,0,62,756,4,2943,1844500,1967,679,197,260,222,0,0,114,100,156,0,127,51,0,0,0,0,431,0,3,0,"POLYGON ((-73.95918180923286 40.77169644377989, -73.95871681011485 40.7723304445277, -73.95862481028915 40.77245544467448, -73.95861881030054 40.77246344468373, -73.95848281055795 40.77264844490099, -73.95825481098802 40.77296444527678, -73.95779381185643 40.77359944602678, -73.95729381279658 40.77428244682585, -73.9567158140667 40.77403744562552, -73.95505481772267 40.77333644218866, -73.95465581860226 40.77316844136525, -73.95408681985768 40.77292844019108, -73.95347282121347 40.77267043892726, -73.95268582295324 40.77233943730857, -73.95318782201794 40.77165643652056, -73.95364882115759 40.77102343578271, -73.95383582080814 40.77076543548024, -73.95385982076344 40.77073143543959, -73.95396582056472 40.77058743527251, -73.95411182029093 40.77038843504084, -73.95457481942164 40.76975443429868, -73.95475581908136 40.76950543400556, -73.95503681855222 40.76911943355095, -73.95667181492456 40.76980943690639, -73.9574038133033 40.77011943841376, -73.95899380978885 40.77078944168731, -73.95906980962107 40.77082144184394, -73.95964480835249 40.7710634430294, -73.95918180923286 40.77169644377989))",36061013400
013400,Block Group 2; Census Tract 134; New York County; New York,135288,1092,32.7,820,0,0,272,0,0,0,820,0,2028,-666666666,1938,653,0,108,545,0,0,0,161,0,0,158,0,48,111,65,116,317,0,220,216,"POLYGON ((-73.95918180923286 40.77169644377989, -73.95871681011485 40.7723304445277, -73.95862481028915 40.77245544467448, -73.95861881030054 40.77246344468373, -73.95848281055795 40.77264844490099, -73.95825481098802 40.77296444527678, -73.95779381185643 40.77359944602678, -73.95729381279658 40.77428244682585, -73.9567158140667 40.77403744562552, -73.95505481772267 40.77333644218866, -73.95465581860226 40.77316844136525, -73.95408681985768 40.77292844019108, -73.95347282121347 40.77267043892726, -73.95268582295324 40.77233943730857, -73.95318782201794 40.77165643652056, -73.95364882115759 40.77102343578271, -73.95383582080814 40.77076543548024, -73.95385982076344 40.77073143543959, -73.95396582056472 40.77058743527251, -73.95411182029093 40.77038843504084, -73.95457481942164 40.76975443429868, -73.95475581908136 40.76950543400556, -73.95503681855222 40.76911943355095, -73.95667181492456 40.76980943690639, -73.9574038133033 40.77011943841376, -73.95899380978885 40.77078944168731, -73.95906980962107 40.77082144184394, -73.95964480835249 40.7710634430294, -73.95918180923286 40.77169644377989))",36061013400
013400,Block Group 3; Census Tract 134; New York County; New York,64567,2374,45.2,2328,0,0,46,0,0,0,2001,327,2205,-666666666,1960,1262,203,195,864,0,0,27,9,50,0,47,19,0,95,0,227,94,0,77,0,"POLYGON ((-73.95918180923286 40.77169644377989, -73.95871681011485 40.7723304445277, -73.95862481028915 40.77245544467448, -73.95861881030054 40.77246344468373, -73.95848281055795 40.77264844490099, -73.95825481098802 40.77296444527678, -73.95779381185643 40.77359944602678, -73.95729381279658 40.77428244682585, -73.9567158140667 40.77403744562552, -73.95505481772267 40.77333644218866, -73.95465581860226 40.77316844136525, -73.95408681985768 40.77292844019108, -73.95347282121347 40.77267043892726, -73.95268582295324 40.77233943730857, -73.95318782201794 40.77165643652056, -73.95364882115759 40.77102343578271, -73.95383582080814 40.77076543548024, -73.95385982076344 40.77073143543959, -73.95396582056472 40.77058743527251, -73.95411182029093 40.77038843504084, -73.95457481942164 40.76975443429868, -73.95475581908136 40.76950543400556, -73.95503681855222 40.76911943355095, -73.95667181492456 40.76980943690639, -73.9574038133033 40.77011943841376, -73.95899380978885 40.77078944168731, -73.95906980962107 40.77082144184394, -73.95964480835249 40.7710634430294, -73.95918180923286 40.77169644377989))",36061013400
013400,Block Group 4; Census Tract 134; New York County; New York,-666666666,770,33.0,355,415,0,0,0,0,0,355,0,-666666666,-666666666,1943,532,163,245,124,0,0,0,0,160,0,140,0,0,114,73,187,300,0,0,0,"POLYGON ((-73.95918180923286 40.77169644377989, -73.95871681011485 40.7723304445277, -73.95862481028915 40.77245544467448, -73.95861881030054 40.77246344468373, -73.95848281055795 40.77264844490099, -73.95825481098802 40.77296444527678, -73.95779381185643 40.77359944602678, -73.95729381279658 40.77428244682585, -73.9567158140667 40.77403744562552, -73.95505481772267 40.77333644218866, -73.95465581860226 40.77316844136525, -73.95408681985768 40.77292844019108, -73.95347282121347 40.77267043892726, -73.95268582295324 40.77233943730857, -73.95318782201794 40.77165643652056, -73.95364882115759 40.77102343578271, -73.95383582080814 40.77076543548024, -73.95385982076344 40.77073143543959, -73.95396582056472 40.77058743527251, -73.95411182029093 40.77038843504084, -73.95457481942164 40.76975443429868, -73.95475581908136 40.76950543400556, -73.95503681855222 40.76911943355095, -73.95667181492456 40.76980943690639, -73.9574038133033 40.77011943841376, -73.95899380978885 40.77078944168731, -73.95906980962107 40.77082144184394, -73.95964480835249 40.7710634430294, -73.95918180923286 40.77169644377989))",36061013400
013400,Block Group 5; Census Tract 134; New York County; New York,157780,821,42.2,762,0,0,59,0,0,0,691,71,2118,1871300,1964,469,0,284,185,0,0,79,127,28,0,71,42,0,28,64,79,283,0,127,66,"POLYGON ((-73.95918180923286 40.77169644377989, -73.95871681011485 40.7723304445277, -73.95862481028915 40.77245544467448, -73.95861881030054 40.77246344468373, -73.95848281055795 40.77264844490099, -73.95825481098802 40.77296444527678, -73.95779381185643 40.77359944602678, -73.95729381279658 40.77428244682585, -73.9567158140667 40.77403744562552, -73.95505481772267 40.77333644218866, -73.95465581860226 40.77316844136525, -73.95408681985768 40.77292844019108, -73.95347282121347 40.77267043892726, -73.95268582295324 40.77233943730857, -73.95318782201794 40.77165643652056, -73.95364882115759 40.77102343578271, -73.95383582080814 40.77076543548024, -73.95385982076344 40.77073143543959, -73.95396582056472 40.77058743527251, -73.95411182029093 40.77038843504084, -73.95457481942164 40.76975443429868, -73.95475581908136 40.76950543400556, -73.95503681855222 40.76911943355095, -73.95667181492456 40.76980943690639, -73.9574038133033 40.77011943841376, -73.95899380978885 40.77078944168731, -73.95906980962107 40.77082144184394, -73.95964480835249 40.7710634430294, -73.95918180923286 40.77169644377989))",36061013400
013400,Block Group 6; Census Tract 134; New York County; New York,71667,948,41.2,774,0,0,74,0,100,0,774,100,2480,1573500,1955,1222,440,282,500,0,46,0,74,57,0,132,0,37,73,0,0,318,0,101,242,"POLYGON ((-73.95918180923286 40.77169644377989, -73.95871681011485 40.7723304445277, -73.95862481028915 40.77245544467448, -73.95861881030054 40.77246344468373, -73.95848281055795 40.77264844490099, -73.95825481098802 40.77296444527678, -73.95779381185643 40.77359944602678, -73.95729381279658 40.77428244682585, -73.9567158140667 40.77403744562552, -73.95505481772267 40.77333644218866, -73.95465581860226 40.77316844136525, -73.95408681985768 40.77292844019108, -73.95347282121347 40.77267043892726, -73.95268582295324 40.77233943730857, -73.95318782201794 40.77165643652056, -73.95364882115759 40.77102343578271, -73.95383582080814 40.77076543548024, -73.95385982076344 40.77073143543959, -73.95396582056472 40.77058743527251, -73.95411182029093 40.77038843504084, -73.95457481942164 40.76975443429868, -73.95475581908136 40.76950543400556, -73.95503681855222 40.76911943355095, -73.95667181492456 40.76980943690639, -73.9574038133033 40.77011943841376, -73.95899380978885 40.77078944168731, -73.95906980962107 40.77082144184394, -73.95964480835249 40.7710634430294, -73.95918180923286 40.77169644377989))",36061013400
013400,Block Group 7; Census Tract 134; New York County; New York,140368,1765,36.3,1659,0,0,106,0,0,0,1555,104,2067,2000001,1961,1388,420,394,574,0,28,60,310,151,3,308,0,0,206,0,0,610,0,456,230,"POLYGON ((-73.95918180923286 40.77169644377989, -73.95871681011485 40.7723304445277, -73.95862481028915 40.77245544467448, -73.95861881030054 40.77246344468373, -73.95848281055795 40.77264844490099, -73.95825481098802 40.77296444527678, -73.95779381185643 40.77359944602678, -73.95729381279658 40.77428244682585, -73.9567158140667 40.77403744562552, -73.95505481772267 40.77333644218866, -73.95465581860226 40.77316844136525, -73.95408681985768 40.77292844019108, -73.95347282121347 40.77267043892726, -73.95268582295324 40.77233943730857, -73.95318782201794 40.77165643652056, -73.95364882115759 40.77102343578271, -73.95383582080814 40.77076543548024, -73.95385982076344 40.77073143543959, -73.95396582056472 40.77058743527251, -73.95411182029093 40.77038843504084, -73.95457481942164 40.76975443429868, -73.95475581908136 40.76950543400556, -73.95503681855222 40.76911943355095, -73.95667181492456 40.76980943690639, -73.9574038133033 40.77011943841376, -73.95899380978885 40.77078944168731, -73.95906980962107 40.77082144184394, -73.95964480835249 40.7710634430294, -73.95918180923286 40.77169644377989))",36061013400
013400,Block Group 8; Census Tract 134; New York County; New York,250001,2477,30.7,2115,8,0,260,0,0,94,2031,92,3501,-666666666,1977,1598,649,65,884,0,0,39,135,459,0,149,0,71,0,63,128,475,0,187,283,"POLYGON ((-73.95918180923286 40.77169644377989, -73.95871681011485 40.7723304445277, -73.95862481028915 40.77245544467448, -73.95861881030054 40.77246344468373, -73.95848281055795 40.77264844490099, -73.95825481098802 40.77296444527678, -73.95779381185643 40.77359944602678, -73.95729381279658 40.77428244682585, -73.9567158140667 40.77403744562552, -73.95505481772267 40.77333644218866, -73.95465581860226 40.77316844136525, -73.95408681985768 40.77292844019108, -73.95347282121347 40.77267043892726, -73.95268582295324 40.77233943730857, -73.95318782201794 40.77165643652056, -73.95364882115759 40.77102343578271, -73.95383582080814 40.77076543548024, -73.95385982076344 40.77073143543959, -73.95396582056472 40.77058743527251, -73.95411182029093 40.77038843504084, -73.95457481942164 40.76975443429868, -73.95475581908136 40.76950543400556, -73.95503681855222 40.76911943355095, -73.95667181492456 40.76980943690639, -73.9574038133033 40.77011943841376, -73.95899380978885 40.77078944168731, -73.95906980962107 40.77082144184394, -73.95964480835249 40.7710634430294, -73.95918180923286 40.77169644377989))",36061013400
